ID;Age;Family_Time;Works;Entertainment;Social_Life;Sleep;Economy
8027;20;2 hours/week;3 hours/week;1 hours;1 hours;5 hours daily;1
8028;26;9 hours/week;13 hours/week;2 hours;2 hours;6 hours daily;1
8029;36;22 hours/week;55 hours/week;8 hours;8 hours;7 hours daily;5
8030;36;21 hours/week;37 hours/week;6 hours;6 hours;6 hours daily;3
8031;25;26 hours/week;57 hours/week;9 hours;9 hours;7 hours daily;5
8032;22;20 hours/week;39 hours/week;3 hours;3 hours;7 hours daily;4
8033;30;6 hours/week;25 hours/week;1 hours;1 hours;3 hours daily;1
8034;22;18 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;4
8035;35;28 hours/week;57 hours/week;8 hours;8 hours;7 hours daily;5
8036;35;3 hours/week;0 hours/week;0 hours;0 hours;5 hours daily;1
8037;40;12 hours/week;18 hours/week;2 hours;2 hours;6 hours daily;1
8038;34;28 hours/week;43 hours/week;8 hours;8 hours;8 hours daily;5
8039;29;17 hours/week;38 hours/week;2 hours;2 hours;6 hours daily;2
8040;28;25 hours/week;58 hours/week;6 hours;6 hours;7 hours daily;5
8041;36;12 hours/week;23 hours/week;1 hours;1 hours;4 hours daily;1
8042;34;10 hours/week;27 hours/week;1 hours;1 hours;4 hours daily;0
8043;38;19 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;3
8044;22;28 hours/week;57 hours/week;7 hours;7 hours;9 hours daily;5
8045;37;20 hours/week;35 hours/week;4 hours;4 hours;7 hours daily;3
8046;31;2 hours/week;30 hours/week;1 hours;1 hours;3 hours daily;2
8047;37;14 hours/week;39 hours/week;3 hours;3 hours;6 hours daily;2
8048;23;24 hours/week;53 hours/week;9 hours;9 hours;7 hours daily;5
8049;35;28 hours/week;50 hours/week;9 hours;9 hours;9 hours daily;5
8050;22;19 hours/week;36 hours/week;5 hours;5 hours;7 hours daily;4
8051;35;22 hours/week;53 hours/week;7 hours;7 hours;9 hours daily;5
8052;36;27 hours/week;40 hours/week;7 hours;7 hours;9 hours daily;5
8053;38;28 hours/week;42 hours/week;10 hours;10 hours;8 hours daily;5
8054;27;16 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;4
8055;26;25 hours/week;44 hours/week;9 hours;9 hours;9 hours daily;5
8056;30;22 hours/week;48 hours/week;7 hours;7 hours;8 hours daily;5
8057;38;21 hours/week;31 hours/week;2 hours;2 hours;6 hours daily;3
8058;29;23 hours/week;54 hours/week;8 hours;8 hours;7 hours daily;5
8059;36;17 hours/week;34 hours/week;6 hours;6 hours;6 hours daily;2
8060;33;5 hours/week;28 hours/week;0 hours;0 hours;3 hours daily;2
8061;23;25 hours/week;49 hours/week;6 hours;6 hours;8 hours daily;5
8062;28;10 hours/week;14 hours/week;1 hours;1 hours;5 hours daily;1
8063;37;9 hours/week;25 hours/week;1 hours;1 hours;6 hours daily;1
8064;27;7 hours/week;0 hours/week;1 hours;1 hours;6 hours daily;2
8065;38;21 hours/week;48 hours/week;7 hours;7 hours;7 hours daily;5
8066;35;19 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;3
8067;31;1 hours/week;30 hours/week;2 hours;2 hours;3 hours daily;2
8068;31;26 hours/week;41 hours/week;7 hours;7 hours;9 hours daily;5
8069;37;6 hours/week;8 hours/week;11 hours;2 hours;6 hours daily;2
8070;38;13 hours/week;20 hours/week;1 hours;1 hours;3 hours daily;1
8071;38;14 hours/week;36 hours/week;5 hours;5 hours;7 hours daily;3
8072;36;26 hours/week;45 hours/week;6 hours;6 hours;8 hours daily;5
8073;28;6 hours/week;24 hours/week;2 hours;2 hours;3 hours daily;2
8074;38;26 hours/week;45 hours/week;8 hours;8 hours;7 hours daily;5
8075;36;1 hours/week;24 hours/week;0 hours;0 hours;3 hours daily;2
8076;40;12 hours/week;4 hours/week;0 hours;0 hours;3 hours daily;0
8077;40;25 hours/week;41 hours/week;8 hours;8 hours;9 hours daily;5
8078;38;14 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;3
8079;25;15 hours/week;34 hours/week;3 hours;3 hours;6 hours daily;3
8080;36;27 hours/week;60 hours/week;7 hours;7 hours;8 hours daily;5
8081;29;23 hours/week;47 hours/week;7 hours;7 hours;8 hours daily;5
8082;20;18 hours/week;33 hours/week;4 hours;4 hours;7 hours daily;3
8083;36;6 hours/week;4 hours/week;0 hours;0 hours;3 hours daily;0
8084;34;10 hours/week;2 hours/week;1 hours;1 hours;3 hours daily;2
8085;22;14 hours/week;36 hours/week;5 hours;5 hours;7 hours daily;3
8086;28;26 hours/week;54 hours/week;7 hours;7 hours;9 hours daily;5
8087;21;17 hours/week;39 hours/week;6 hours;6 hours;7 hours daily;2
8088;24;19 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;2
8089;30;27 hours/week;56 hours/week;8 hours;8 hours;9 hours daily;5
8090;30;15 hours/week;30 hours/week;5 hours;5 hours;6 hours daily;2
8091;35;24 hours/week;46 hours/week;7 hours;7 hours;8 hours daily;5
8092;29;22 hours/week;52 hours/week;8 hours;8 hours;7 hours daily;5
8093;30;10 hours/week;12 hours/week;2 hours;2 hours;4 hours daily;1
8094;30;21 hours/week;52 hours/week;10 hours;10 hours;8 hours daily;5
8095;25;21 hours/week;52 hours/week;8 hours;8 hours;8 hours daily;5
8096;25;17 hours/week;37 hours/week;3 hours;3 hours;6 hours daily;2
8097;23;14 hours/week;40 hours/week;4 hours;4 hours;7 hours daily;4
8098;33;3 hours/week;7 hours/week;2 hours;2 hours;4 hours daily;2
8099;37;2 hours/week;7 hours/week;0 hours;0 hours;4 hours daily;1
8100;30;22 hours/week;58 hours/week;7 hours;7 hours;8 hours daily;5
8101;32;7 hours/week;25 hours/week;11 hours;2 hours;5 hours daily;1
8102;20;22 hours/week;52 hours/week;7 hours;7 hours;7 hours daily;5
8103;33;16 hours/week;31 hours/week;4 hours;4 hours;6 hours daily;2
8104;28;3 hours/week;9 hours/week;0 hours;0 hours;3 hours daily;2
8105;25;8 hours/week;26 hours/week;2 hours;2 hours;6 hours daily;2
8106;29;21 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;3
8107;28;17 hours/week;38 hours/week;3 hours;3 hours;7 hours daily;3
8108;34;16 hours/week;33 hours/week;2 hours;2 hours;7 hours daily;2
8109;26;14 hours/week;34 hours/week;3 hours;3 hours;7 hours daily;4
8110;34;21 hours/week;33 hours/week;4 hours;4 hours;6 hours daily;4
8111;37;11 hours/week;0 hours/week;11 hours;2 hours;4 hours daily;0
8112;35;7 hours/week;27 hours/week;2 hours;2 hours;6 hours daily;0
8113;24;17 hours/week;33 hours/week;4 hours;4 hours;6 hours daily;3
8114;40;23 hours/week;42 hours/week;8 hours;8 hours;8 hours daily;5
8115;34;23 hours/week;52 hours/week;8 hours;8 hours;7 hours daily;5
8116;22;13 hours/week;5 hours/week;1 hours;1 hours;4 hours daily;2
8117;29;14 hours/week;36 hours/week;3 hours;3 hours;6 hours daily;2
8118;26;27 hours/week;44 hours/week;9 hours;9 hours;8 hours daily;5
8119;20;18 hours/week;38 hours/week;6 hours;6 hours;6 hours daily;2
8120;27;26 hours/week;47 hours/week;11 hours;7 hours;8 hours daily;5
8121;21;7 hours/week;27 hours/week;1 hours;1 hours;6 hours daily;2
8122;21;2 hours/week;7 hours/week;1 hours;1 hours;3 hours daily;0
8123;21;7 hours/week;11 hours/week;1 hours;1 hours;4 hours daily;2
8124;40;19 hours/week;32 hours/week;4 hours;4 hours;6 hours daily;3
8125;28;26 hours/week;52 hours/week;9 hours;9 hours;9 hours daily;5
8126;32;8 hours/week;6 hours/week;1 hours;1 hours;5 hours daily;2
8127;23;15 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;2
8128;22;19 hours/week;40 hours/week;5 hours;5 hours;7 hours daily;2
8129;37;19 hours/week;40 hours/week;5 hours;5 hours;6 hours daily;3
8130;26;21 hours/week;31 hours/week;2 hours;2 hours;7 hours daily;3
8131;35;9 hours/week;19 hours/week;0 hours;0 hours;5 hours daily;0
8132;34;21 hours/week;50 hours/week;7 hours;7 hours;9 hours daily;5
8133;40;5 hours/week;29 hours/week;11 hours;2 hours;4 hours daily;1
8134;31;14 hours/week;16 hours/week;2 hours;2 hours;6 hours daily;1
8135;27;22 hours/week;44 hours/week;8 hours;8 hours;9 hours daily;5
8136;38;20 hours/week;36 hours/week;4 hours;4 hours;6 hours daily;4
8137;35;19 hours/week;36 hours/week;5 hours;5 hours;6 hours daily;2
8138;28;26 hours/week;40 hours/week;7 hours;7 hours;9 hours daily;5
8139;32;26 hours/week;53 hours/week;10 hours;10 hours;7 hours daily;5
8140;39;25 hours/week;47 hours/week;11 hours;8 hours;7 hours daily;5
8141;40;28 hours/week;43 hours/week;6 hours;6 hours;7 hours daily;5
8142;38;11 hours/week;16 hours/week;0 hours;0 hours;5 hours daily;2
8143;34;21 hours/week;51 hours/week;7 hours;7 hours;8 hours daily;5
8144;28;14 hours/week;19 hours/week;2 hours;2 hours;4 hours daily;0
8145;37;22 hours/week;44 hours/week;6 hours;6 hours;8 hours daily;5
8146;27;23 hours/week;56 hours/week;7 hours;7 hours;7 hours daily;5
8147;32;21 hours/week;51 hours/week;8 hours;8 hours;7 hours daily;5
8148;29;23 hours/week;51 hours/week;6 hours;6 hours;9 hours daily;5
8149;20;21 hours/week;33 hours/week;2 hours;2 hours;6 hours daily;4
8150;24;21 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;2
8151;37;3 hours/week;0 hours/week;1 hours;1 hours;4 hours daily;2
8152;30;2 hours/week;20 hours/week;2 hours;2 hours;5 hours daily;0
8153;35;14 hours/week;31 hours/week;4 hours;4 hours;6 hours daily;2
8154;39;10 hours/week;18 hours/week;2 hours;2 hours;3 hours daily;2
8155;32;5 hours/week;20 hours/week;1 hours;1 hours;6 hours daily;1
8156;30;23 hours/week;47 hours/week;10 hours;10 hours;9 hours daily;5
8157;34;17 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;4
8158;29;21 hours/week;60 hours/week;6 hours;6 hours;7 hours daily;5
8159;40;7 hours/week;21 hours/week;2 hours;2 hours;3 hours daily;2
8160;35;21 hours/week;31 hours/week;6 hours;6 hours;7 hours daily;2
8161;33;21 hours/week;47 hours/week;7 hours;7 hours;7 hours daily;5
8162;27;15 hours/week;30 hours/week;4 hours;4 hours;6 hours daily;3
8163;35;13 hours/week;18 hours/week;0 hours;0 hours;3 hours daily;1
8164;34;28 hours/week;56 hours/week;10 hours;10 hours;7 hours daily;5
8165;34;28 hours/week;55 hours/week;8 hours;8 hours;8 hours daily;5
8166;32;12 hours/week;4 hours/week;0 hours;0 hours;6 hours daily;1
8167;34;3 hours/week;17 hours/week;11 hours;1 hours;3 hours daily;1
8168;24;26 hours/week;50 hours/week;6 hours;6 hours;8 hours daily;5
8169;32;1 hours/week;24 hours/week;0 hours;0 hours;3 hours daily;0
8170;36;6 hours/week;21 hours/week;1 hours;1 hours;4 hours daily;2
8171;34;19 hours/week;38 hours/week;6 hours;6 hours;6 hours daily;2
8172;25;14 hours/week;36 hours/week;4 hours;4 hours;6 hours daily;2
8173;36;17 hours/week;36 hours/week;3 hours;3 hours;6 hours daily;4
8174;33;15 hours/week;30 hours/week;6 hours;6 hours;6 hours daily;4
8175;34;14 hours/week;33 hours/week;2 hours;2 hours;6 hours daily;4
8176;40;4 hours/week;20 hours/week;2 hours;2 hours;3 hours daily;0
8177;34;7 hours/week;23 hours/week;2 hours;2 hours;3 hours daily;2
8178;22;26 hours/week;54 hours/week;7 hours;7 hours;9 hours daily;5
8179;26;9 hours/week;23 hours/week;1 hours;1 hours;6 hours daily;0
8180;34;14 hours/week;31 hours/week;2 hours;2 hours;6 hours daily;4
8181;24;26 hours/week;58 hours/week;10 hours;10 hours;9 hours daily;5
8182;34;18 hours/week;31 hours/week;2 hours;2 hours;6 hours daily;4
8183;23;22 hours/week;59 hours/week;6 hours;6 hours;9 hours daily;5
8184;31;20 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;2
8185;26;24 hours/week;60 hours/week;7 hours;7 hours;9 hours daily;5
8186;33;13 hours/week;29 hours/week;1 hours;1 hours;3 hours daily;1
8187;29;23 hours/week;43 hours/week;9 hours;9 hours;9 hours daily;5
8188;22;23 hours/week;50 hours/week;9 hours;9 hours;9 hours daily;5
8189;32;22 hours/week;45 hours/week;8 hours;8 hours;7 hours daily;5
8190;28;17 hours/week;33 hours/week;2 hours;2 hours;7 hours daily;4
8191;20;21 hours/week;48 hours/week;9 hours;9 hours;7 hours daily;5
8192;27;28 hours/week;56 hours/week;6 hours;6 hours;8 hours daily;5
8193;25;9 hours/week;23 hours/week;0 hours;0 hours;3 hours daily;0
8194;26;18 hours/week;40 hours/week;3 hours;3 hours;6 hours daily;4
8195;35;5 hours/week;27 hours/week;2 hours;2 hours;6 hours daily;0
8196;29;18 hours/week;30 hours/week;5 hours;5 hours;7 hours daily;4
8197;29;25 hours/week;56 hours/week;10 hours;10 hours;8 hours daily;5
8198;24;21 hours/week;56 hours/week;8 hours;8 hours;8 hours daily;5
8199;37;27 hours/week;53 hours/week;6 hours;6 hours;8 hours daily;5
8200;33;19 hours/week;30 hours/week;3 hours;3 hours;6 hours daily;3
8201;33;26 hours/week;59 hours/week;11 hours;7 hours;7 hours daily;5
8202;26;16 hours/week;34 hours/week;4 hours;4 hours;6 hours daily;3
8203;22;21 hours/week;52 hours/week;6 hours;6 hours;8 hours daily;5
8204;33;13 hours/week;26 hours/week;1 hours;1 hours;3 hours daily;0
8205;26;25 hours/week;48 hours/week;6 hours;6 hours;9 hours daily;5
8206;39;14 hours/week;31 hours/week;2 hours;2 hours;6 hours daily;4
8207;37;28 hours/week;58 hours/week;7 hours;7 hours;8 hours daily;5
8208;35;22 hours/week;51 hours/week;7 hours;7 hours;7 hours daily;5
8209;20;15 hours/week;40 hours/week;4 hours;4 hours;7 hours daily;4
8210;38;17 hours/week;35 hours/week;5 hours;5 hours;7 hours daily;2
8211;31;18 hours/week;35 hours/week;5 hours;5 hours;6 hours daily;3
8212;39;21 hours/week;42 hours/week;9 hours;9 hours;7 hours daily;5
8213;21;27 hours/week;58 hours/week;9 hours;9 hours;7 hours daily;5
8214;39;28 hours/week;59 hours/week;7 hours;7 hours;9 hours daily;5
8215;29;17 hours/week;33 hours/week;6 hours;6 hours;7 hours daily;2
8216;24;13 hours/week;3 hours/week;2 hours;2 hours;3 hours daily;0
8217;30;13 hours/week;4 hours/week;1 hours;1 hours;6 hours daily;1
8218;25;17 hours/week;35 hours/week;4 hours;4 hours;6 hours daily;2
8219;26;27 hours/week;48 hours/week;6 hours;6 hours;8 hours daily;5
8220;38;25 hours/week;40 hours/week;9 hours;9 hours;8 hours daily;5
8221;25;21 hours/week;31 hours/week;5 hours;5 hours;6 hours daily;3
8222;39;4 hours/week;21 hours/week;0 hours;0 hours;5 hours daily;1
8223;34;5 hours/week;26 hours/week;0 hours;0 hours;5 hours daily;1
8224;29;8 hours/week;10 hours/week;0 hours;0 hours;6 hours daily;0
8225;23;13 hours/week;12 hours/week;0 hours;0 hours;4 hours daily;1
8226;23;1 hours/week;22 hours/week;2 hours;2 hours;3 hours daily;1
8227;32;4 hours/week;22 hours/week;0 hours;0 hours;4 hours daily;0
8228;21;18 hours/week;36 hours/week;5 hours;5 hours;6 hours daily;2
8229;29;26 hours/week;43 hours/week;8 hours;8 hours;8 hours daily;5
8230;38;27 hours/week;47 hours/week;10 hours;10 hours;9 hours daily;5
8231;24;27 hours/week;47 hours/week;8 hours;8 hours;8 hours daily;5
8232;25;18 hours/week;37 hours/week;2 hours;2 hours;6 hours daily;4
8233;35;5 hours/week;27 hours/week;2 hours;2 hours;4 hours daily;0
8234;28;15 hours/week;34 hours/week;3 hours;3 hours;6 hours daily;2
8235;36;7 hours/week;28 hours/week;2 hours;2 hours;3 hours daily;0
8236;30;11 hours/week;29 hours/week;0 hours;0 hours;4 hours daily;0
8237;21;22 hours/week;58 hours/week;8 hours;8 hours;8 hours daily;5
8238;31;17 hours/week;38 hours/week;6 hours;6 hours;7 hours daily;4
8239;39;22 hours/week;45 hours/week;7 hours;7 hours;7 hours daily;5
8240;29;28 hours/week;55 hours/week;9 hours;9 hours;9 hours daily;5
8241;21;21 hours/week;39 hours/week;5 hours;5 hours;7 hours daily;3
8242;34;18 hours/week;37 hours/week;2 hours;2 hours;6 hours daily;4
8243;26;28 hours/week;52 hours/week;7 hours;7 hours;9 hours daily;5
8244;36;24 hours/week;50 hours/week;10 hours;10 hours;8 hours daily;5
8245;30;15 hours/week;33 hours/week;4 hours;4 hours;6 hours daily;4
8246;31;22 hours/week;43 hours/week;9 hours;9 hours;8 hours daily;5
8247;35;15 hours/week;36 hours/week;4 hours;4 hours;6 hours daily;2
8248;26;7 hours/week;14 hours/week;1 hours;1 hours;4 hours daily;1
8249;24;18 hours/week;37 hours/week;4 hours;4 hours;7 hours daily;2
8250;39;6 hours/week;21 hours/week;1 hours;1 hours;6 hours daily;0
8251;40;14 hours/week;32 hours/week;6 hours;6 hours;7 hours daily;4
8252;35;15 hours/week;32 hours/week;3 hours;3 hours;6 hours daily;3
8253;28;22 hours/week;48 hours/week;7 hours;7 hours;9 hours daily;5
8254;33;24 hours/week;47 hours/week;6 hours;6 hours;7 hours daily;5
8255;31;28 hours/week;54 hours/week;6 hours;6 hours;9 hours daily;5
8256;25;11 hours/week;20 hours/week;2 hours;2 hours;4 hours daily;0
8257;24;9 hours/week;17 hours/week;2 hours;2 hours;5 hours daily;2
8258;25;21 hours/week;35 hours/week;2 hours;2 hours;6 hours daily;4
8259;21;24 hours/week;55 hours/week;6 hours;6 hours;8 hours daily;5
8260;37;24 hours/week;42 hours/week;10 hours;10 hours;8 hours daily;5
8261;32;28 hours/week;43 hours/week;10 hours;10 hours;7 hours daily;5
8262;31;20 hours/week;39 hours/week;4 hours;4 hours;6 hours daily;3
8263;34;24 hours/week;60 hours/week;8 hours;8 hours;7 hours daily;5
8264;25;14 hours/week;38 hours/week;3 hours;3 hours;7 hours daily;4
8265;31;21 hours/week;35 hours/week;5 hours;5 hours;6 hours daily;2
8266;20;24 hours/week;58 hours/week;8 hours;8 hours;9 hours daily;5
8267;29;21 hours/week;31 hours/week;2 hours;2 hours;6 hours daily;2
8268;32;26 hours/week;46 hours/week;7 hours;7 hours;7 hours daily;5
8269;25;24 hours/week;41 hours/week;9 hours;9 hours;7 hours daily;5
8270;22;25 hours/week;44 hours/week;10 hours;10 hours;7 hours daily;5
8271;21;21 hours/week;52 hours/week;6 hours;6 hours;7 hours daily;5
8272;40;16 hours/week;32 hours/week;6 hours;6 hours;7 hours daily;2
8273;33;17 hours/week;32 hours/week;5 hours;5 hours;7 hours daily;2
8274;39;1 hours/week;6 hours/week;1 hours;1 hours;6 hours daily;0
8275;29;20 hours/week;40 hours/week;2 hours;2 hours;6 hours daily;2
8276;28;24 hours/week;55 hours/week;9 hours;9 hours;8 hours daily;5
8277;24;0 hours/week;7 hours/week;1 hours;1 hours;4 hours daily;1
8278;36;9 hours/week;24 hours/week;0 hours;0 hours;5 hours daily;1
8279;20;27 hours/week;57 hours/week;11 hours;10 hours;8 hours daily;5
8280;32;14 hours/week;37 hours/week;5 hours;5 hours;7 hours daily;3
8281;30;19 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;3
8282;22;11 hours/week;28 hours/week;0 hours;0 hours;5 hours daily;1
8283;36;21 hours/week;44 hours/week;11 hours;7 hours;8 hours daily;5
8284;21;3 hours/week;15 hours/week;1 hours;1 hours;4 hours daily;0
8285;39;28 hours/week;45 hours/week;10 hours;10 hours;7 hours daily;5
8286;39;9 hours/week;21 hours/week;0 hours;0 hours;3 hours daily;0
8287;25;24 hours/week;45 hours/week;7 hours;7 hours;9 hours daily;5
8288;27;20 hours/week;40 hours/week;6 hours;6 hours;6 hours daily;3
8289;38;7 hours/week;25 hours/week;1 hours;1 hours;6 hours daily;1
8290;40;6 hours/week;7 hours/week;1 hours;1 hours;6 hours daily;1
8291;28;28 hours/week;54 hours/week;8 hours;8 hours;7 hours daily;5
8292;40;17 hours/week;37 hours/week;11 hours;3 hours;7 hours daily;3
8293;37;17 hours/week;32 hours/week;2 hours;2 hours;6 hours daily;2
8294;28;7 hours/week;4 hours/week;0 hours;0 hours;6 hours daily;2
8295;20;12 hours/week;13 hours/week;1 hours;1 hours;6 hours daily;2
8296;32;14 hours/week;39 hours/week;5 hours;5 hours;7 hours daily;3
8297;35;21 hours/week;40 hours/week;4 hours;4 hours;7 hours daily;3
8298;30;23 hours/week;53 hours/week;6 hours;6 hours;8 hours daily;5
8299;38;25 hours/week;46 hours/week;8 hours;8 hours;7 hours daily;5
8300;33;14 hours/week;38 hours/week;5 hours;5 hours;6 hours daily;3
8301;27;8 hours/week;30 hours/week;0 hours;0 hours;6 hours daily;0
8302;32;8 hours/week;19 hours/week;1 hours;1 hours;6 hours daily;2
8303;25;15 hours/week;34 hours/week;6 hours;6 hours;6 hours daily;3
8304;27;14 hours/week;39 hours/week;4 hours;4 hours;7 hours daily;3
8305;33;26 hours/week;44 hours/week;8 hours;8 hours;8 hours daily;5
8306;37;26 hours/week;44 hours/week;8 hours;8 hours;8 hours daily;5
8307;34;22 hours/week;58 hours/week;9 hours;9 hours;9 hours daily;5
8308;38;3 hours/week;30 hours/week;11 hours;1 hours;5 hours daily;1
8309;28;16 hours/week;31 hours/week;5 hours;5 hours;7 hours daily;2
8310;26;10 hours/week;26 hours/week;0 hours;0 hours;4 hours daily;2
8311;32;21 hours/week;40 hours/week;7 hours;7 hours;8 hours daily;5
8312;29;16 hours/week;36 hours/week;3 hours;3 hours;6 hours daily;2
8313;20;10 hours/week;2 hours/week;1 hours;1 hours;6 hours daily;1
8314;27;7 hours/week;8 hours/week;2 hours;2 hours;4 hours daily;2
8315;26;19 hours/week;36 hours/week;2 hours;2 hours;6 hours daily;3
8316;37;12 hours/week;14 hours/week;0 hours;0 hours;5 hours daily;0
8317;30;22 hours/week;48 hours/week;6 hours;6 hours;8 hours daily;5
8318;28;28 hours/week;52 hours/week;9 hours;9 hours;8 hours daily;5
8319;32;11 hours/week;20 hours/week;1 hours;1 hours;6 hours daily;1
8320;25;19 hours/week;39 hours/week;3 hours;3 hours;6 hours daily;3
8321;29;18 hours/week;34 hours/week;5 hours;5 hours;6 hours daily;4
8322;23;21 hours/week;52 hours/week;9 hours;9 hours;9 hours daily;5
8323;20;5 hours/week;16 hours/week;2 hours;2 hours;4 hours daily;0
8324;40;14 hours/week;30 hours/week;2 hours;2 hours;7 hours daily;4
8325;24;0 hours/week;30 hours/week;0 hours;0 hours;6 hours daily;1
8326;40;10 hours/week;15 hours/week;2 hours;2 hours;4 hours daily;0
8327;34;10 hours/week;0 hours/week;2 hours;2 hours;6 hours daily;1
8328;40;26 hours/week;48 hours/week;7 hours;7 hours;7 hours daily;5
8329;29;11 hours/week;18 hours/week;1 hours;1 hours;4 hours daily;2
8330;21;18 hours/week;33 hours/week;4 hours;4 hours;7 hours daily;4
8331;33;22 hours/week;58 hours/week;8 hours;8 hours;8 hours daily;5
8332;23;12 hours/week;4 hours/week;2 hours;2 hours;5 hours daily;2
8333;23;16 hours/week;34 hours/week;5 hours;5 hours;6 hours daily;2
8334;31;26 hours/week;45 hours/week;9 hours;9 hours;7 hours daily;5
8335;31;11 hours/week;18 hours/week;0 hours;0 hours;3 hours daily;2
8336;39;2 hours/week;6 hours/week;11 hours;1 hours;4 hours daily;0
8337;32;16 hours/week;34 hours/week;3 hours;3 hours;7 hours daily;3
8338;21;3 hours/week;4 hours/week;1 hours;1 hours;3 hours daily;0
8339;20;7 hours/week;6 hours/week;0 hours;0 hours;5 hours daily;1
8340;25;11 hours/week;19 hours/week;0 hours;0 hours;5 hours daily;0
8341;37;2 hours/week;13 hours/week;0 hours;0 hours;3 hours daily;2
8342;32;2 hours/week;1 hours/week;2 hours;2 hours;6 hours daily;0
8343;37;19 hours/week;37 hours/week;4 hours;4 hours;7 hours daily;4
8344;38;21 hours/week;59 hours/week;8 hours;8 hours;7 hours daily;5
8345;31;7 hours/week;26 hours/week;11 hours;0 hours;6 hours daily;2
8346;24;11 hours/week;24 hours/week;1 hours;1 hours;5 hours daily;1
8347;31;20 hours/week;35 hours/week;3 hours;3 hours;6 hours daily;4
8348;39;14 hours/week;10 hours/week;2 hours;2 hours;6 hours daily;1
8349;38;12 hours/week;1 hours/week;2 hours;2 hours;3 hours daily;0
8350;36;22 hours/week;41 hours/week;8 hours;8 hours;9 hours daily;5
8351;25;27 hours/week;52 hours/week;6 hours;6 hours;8 hours daily;5
8352;31;21 hours/week;57 hours/week;8 hours;8 hours;8 hours daily;5
8353;35;20 hours/week;36 hours/week;4 hours;4 hours;6 hours daily;4
8354;40;1 hours/week;18 hours/week;0 hours;0 hours;5 hours daily;1
8355;27;18 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;4
8356;31;13 hours/week;6 hours/week;2 hours;2 hours;3 hours daily;1
8357;23;28 hours/week;58 hours/week;6 hours;6 hours;8 hours daily;5
8358;35;19 hours/week;37 hours/week;4 hours;4 hours;6 hours daily;2
8359;24;6 hours/week;22 hours/week;2 hours;2 hours;5 hours daily;2
8360;23;7 hours/week;22 hours/week;2 hours;2 hours;5 hours daily;0
8361;28;4 hours/week;17 hours/week;1 hours;1 hours;3 hours daily;1
8362;22;10 hours/week;1 hours/week;1 hours;1 hours;5 hours daily;2
8363;22;25 hours/week;51 hours/week;7 hours;7 hours;9 hours daily;5
8364;36;10 hours/week;12 hours/week;2 hours;2 hours;5 hours daily;2
8365;40;21 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;4
8366;28;28 hours/week;52 hours/week;7 hours;7 hours;8 hours daily;5
8367;36;12 hours/week;9 hours/week;1 hours;1 hours;5 hours daily;0
8368;24;22 hours/week;46 hours/week;7 hours;7 hours;8 hours daily;5
8369;27;21 hours/week;33 hours/week;2 hours;2 hours;7 hours daily;4
8370;33;14 hours/week;34 hours/week;5 hours;5 hours;6 hours daily;3
8371;39;8 hours/week;8 hours/week;2 hours;2 hours;6 hours daily;1
8372;36;17 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;3
8373;40;27 hours/week;40 hours/week;6 hours;6 hours;8 hours daily;5
8374;40;12 hours/week;9 hours/week;1 hours;1 hours;4 hours daily;1
8375;23;1 hours/week;27 hours/week;1 hours;1 hours;5 hours daily;1
8376;26;25 hours/week;41 hours/week;9 hours;9 hours;9 hours daily;5
8377;39;24 hours/week;52 hours/week;9 hours;9 hours;7 hours daily;5
8378;26;9 hours/week;25 hours/week;0 hours;0 hours;6 hours daily;0
8379;21;18 hours/week;39 hours/week;3 hours;3 hours;6 hours daily;4
8380;28;4 hours/week;30 hours/week;2 hours;2 hours;3 hours daily;1
8381;33;24 hours/week;45 hours/week;7 hours;7 hours;7 hours daily;5
8382;22;5 hours/week;3 hours/week;1 hours;1 hours;3 hours daily;0
8383;34;24 hours/week;46 hours/week;7 hours;7 hours;7 hours daily;5
8384;37;27 hours/week;41 hours/week;10 hours;10 hours;7 hours daily;5
8385;37;1 hours/week;6 hours/week;2 hours;2 hours;4 hours daily;0
8386;33;19 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;4
8387;39;3 hours/week;3 hours/week;2 hours;2 hours;4 hours daily;0
8388;21;12 hours/week;12 hours/week;0 hours;0 hours;3 hours daily;0
8389;38;28 hours/week;53 hours/week;8 hours;8 hours;7 hours daily;5
8390;23;13 hours/week;4 hours/week;1 hours;1 hours;6 hours daily;0
8391;39;15 hours/week;35 hours/week;3 hours;3 hours;7 hours daily;3
8392;24;12 hours/week;22 hours/week;2 hours;2 hours;4 hours daily;0
8393;37;18 hours/week;34 hours/week;6 hours;6 hours;7 hours daily;2
