ID;Age;Family_Time;Works;Entertainment;Social_Life;Sleep;Economy
9087;22;16 hours/week;34 hours/week;2 hours;2 hours;6 hours daily;4
9088;39;12 hours/week;3 hours/week;2 hours;2 hours;5 hours daily;0
9089;37;17 hours/week;37 hours/week;4 hours;4 hours;7 hours daily;2
9090;35;27 hours/week;44 hours/week;6 hours;6 hours;8 hours daily;5
9091;35;18 hours/week;33 hours/week;5 hours;5 hours;7 hours daily;3
9092;40;15 hours/week;40 hours/week;6 hours;6 hours;6 hours daily;2
9093;24;21 hours/week;54 hours/week;8 hours;8 hours;8 hours daily;5
9094;24;21 hours/week;52 hours/week;10 hours;10 hours;9 hours daily;5
9095;24;19 hours/week;37 hours/week;2 hours;2 hours;6 hours daily;3
9096;33;25 hours/week;45 hours/week;11 hours;6 hours;7 hours daily;5
9097;32;27 hours/week;57 hours/week;7 hours;7 hours;8 hours daily;5
9098;33;19 hours/week;32 hours/week;3 hours;3 hours;7 hours daily;2
9099;32;28 hours/week;52 hours/week;8 hours;8 hours;8 hours daily;5
9100;33;5 hours/week;30 hours/week;2 hours;2 hours;3 hours daily;0
9101;30;22 hours/week;60 hours/week;8 hours;8 hours;7 hours daily;5
9102;25;3 hours/week;0 hours/week;0 hours;0 hours;4 hours daily;1
9103;39;28 hours/week;50 hours/week;9 hours;9 hours;7 hours daily;5
9104;27;21 hours/week;45 hours/week;10 hours;10 hours;9 hours daily;5
9105;26;1 hours/week;23 hours/week;1 hours;1 hours;4 hours daily;1
9106;25;26 hours/week;48 hours/week;10 hours;10 hours;9 hours daily;5
9107;35;11 hours/week;21 hours/week;0 hours;0 hours;4 hours daily;1
9108;33;13 hours/week;15 hours/week;1 hours;1 hours;3 hours daily;1
9109;34;21 hours/week;37 hours/week;2 hours;2 hours;6 hours daily;4
9110;24;10 hours/week;8 hours/week;1 hours;1 hours;5 hours daily;1
9111;31;3 hours/week;25 hours/week;2 hours;2 hours;4 hours daily;0
9112;28;27 hours/week;46 hours/week;9 hours;9 hours;7 hours daily;5
9113;20;18 hours/week;32 hours/week;6 hours;6 hours;7 hours daily;4
9114;27;18 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;2
9115;32;12 hours/week;27 hours/week;0 hours;0 hours;5 hours daily;1
9116;32;19 hours/week;36 hours/week;4 hours;4 hours;6 hours daily;2
9117;29;19 hours/week;31 hours/week;4 hours;4 hours;6 hours daily;2
9118;39;24 hours/week;60 hours/week;7 hours;7 hours;9 hours daily;5
9119;38;25 hours/week;45 hours/week;6 hours;6 hours;9 hours daily;5
9120;38;0 hours/week;4 hours/week;11 hours;0 hours;4 hours daily;0
9121;31;3 hours/week;11 hours/week;11 hours;2 hours;5 hours daily;1
9122;21;19 hours/week;32 hours/week;4 hours;4 hours;7 hours daily;4
9123;20;22 hours/week;40 hours/week;9 hours;9 hours;9 hours daily;5
9124;39;14 hours/week;21 hours/week;2 hours;2 hours;4 hours daily;1
9125;22;23 hours/week;43 hours/week;11 hours;6 hours;8 hours daily;5
9126;21;20 hours/week;34 hours/week;2 hours;2 hours;6 hours daily;2
9127;40;24 hours/week;57 hours/week;9 hours;9 hours;8 hours daily;5
9128;26;18 hours/week;31 hours/week;5 hours;5 hours;6 hours daily;4
9129;38;10 hours/week;15 hours/week;1 hours;1 hours;5 hours daily;1
9130;20;17 hours/week;36 hours/week;5 hours;5 hours;7 hours daily;2
9131;34;14 hours/week;31 hours/week;6 hours;6 hours;7 hours daily;2
9132;34;14 hours/week;35 hours/week;5 hours;5 hours;6 hours daily;2
9133;27;21 hours/week;50 hours/week;8 hours;8 hours;9 hours daily;5
9134;39;24 hours/week;53 hours/week;10 hours;10 hours;9 hours daily;5
9135;26;16 hours/week;36 hours/week;3 hours;3 hours;6 hours daily;3
9136;31;26 hours/week;43 hours/week;9 hours;9 hours;8 hours daily;5
9137;31;16 hours/week;36 hours/week;2 hours;2 hours;6 hours daily;4
9138;21;8 hours/week;3 hours/week;1 hours;1 hours;3 hours daily;1
9139;20;24 hours/week;44 hours/week;11 hours;9 hours;8 hours daily;5
9140;34;14 hours/week;32 hours/week;5 hours;5 hours;6 hours daily;2
9141;38;19 hours/week;37 hours/week;11 hours;5 hours;7 hours daily;3
9142;36;21 hours/week;50 hours/week;7 hours;7 hours;8 hours daily;5
9143;37;21 hours/week;40 hours/week;4 hours;4 hours;6 hours daily;4
9144;32;14 hours/week;22 hours/week;2 hours;2 hours;3 hours daily;1
9145;38;1 hours/week;0 hours/week;2 hours;2 hours;6 hours daily;1
9146;26;3 hours/week;19 hours/week;1 hours;1 hours;4 hours daily;2
9147;40;15 hours/week;39 hours/week;2 hours;2 hours;7 hours daily;2
9148;26;9 hours/week;5 hours/week;1 hours;1 hours;3 hours daily;1
9149;40;6 hours/week;8 hours/week;1 hours;1 hours;3 hours daily;0
9150;23;20 hours/week;30 hours/week;5 hours;5 hours;7 hours daily;3
9151;30;21 hours/week;60 hours/week;7 hours;7 hours;7 hours daily;5
9152;40;9 hours/week;0 hours/week;2 hours;2 hours;5 hours daily;2
9153;32;13 hours/week;19 hours/week;0 hours;0 hours;5 hours daily;0
9154;25;11 hours/week;13 hours/week;0 hours;0 hours;4 hours daily;1
9155;26;0 hours/week;16 hours/week;2 hours;2 hours;6 hours daily;2
9156;27;24 hours/week;54 hours/week;8 hours;8 hours;9 hours daily;5
9157;25;4 hours/week;19 hours/week;0 hours;0 hours;5 hours daily;2
9158;32;21 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;3
9159;30;7 hours/week;5 hours/week;11 hours;0 hours;5 hours daily;1
9160;28;14 hours/week;2 hours/week;2 hours;2 hours;6 hours daily;0
9161;20;17 hours/week;39 hours/week;3 hours;3 hours;6 hours daily;4
9162;36;24 hours/week;50 hours/week;6 hours;6 hours;7 hours daily;5
9163;36;0 hours/week;10 hours/week;2 hours;2 hours;4 hours daily;0
9164;39;19 hours/week;38 hours/week;2 hours;2 hours;6 hours daily;3
9165;21;16 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;2
9166;34;14 hours/week;36 hours/week;2 hours;2 hours;6 hours daily;4
9167;39;13 hours/week;6 hours/week;0 hours;0 hours;6 hours daily;2
9168;37;24 hours/week;51 hours/week;7 hours;7 hours;7 hours daily;5
9169;23;16 hours/week;40 hours/week;4 hours;4 hours;6 hours daily;2
9170;35;21 hours/week;48 hours/week;6 hours;6 hours;8 hours daily;5
9171;36;28 hours/week;60 hours/week;8 hours;8 hours;9 hours daily;5
9172;30;26 hours/week;50 hours/week;6 hours;6 hours;8 hours daily;5
9173;25;22 hours/week;55 hours/week;10 hours;10 hours;8 hours daily;5
9174;25;22 hours/week;51 hours/week;6 hours;6 hours;9 hours daily;5
9175;39;13 hours/week;4 hours/week;0 hours;0 hours;4 hours daily;1
9176;36;24 hours/week;49 hours/week;7 hours;7 hours;8 hours daily;5
9177;37;1 hours/week;26 hours/week;2 hours;2 hours;6 hours daily;1
9178;24;28 hours/week;41 hours/week;8 hours;8 hours;8 hours daily;5
9179;36;8 hours/week;30 hours/week;2 hours;2 hours;5 hours daily;1
9180;29;21 hours/week;54 hours/week;10 hours;10 hours;8 hours daily;5
9181;35;21 hours/week;55 hours/week;8 hours;8 hours;9 hours daily;5
9182;20;1 hours/week;14 hours/week;1 hours;1 hours;4 hours daily;0
9183;34;9 hours/week;9 hours/week;2 hours;2 hours;5 hours daily;0
9184;36;6 hours/week;10 hours/week;2 hours;2 hours;3 hours daily;1
9185;23;27 hours/week;57 hours/week;10 hours;10 hours;8 hours daily;5
9186;25;21 hours/week;43 hours/week;7 hours;7 hours;9 hours daily;5
9187;28;24 hours/week;45 hours/week;8 hours;8 hours;8 hours daily;5
9188;39;19 hours/week;40 hours/week;5 hours;5 hours;7 hours daily;3
9189;35;15 hours/week;36 hours/week;3 hours;3 hours;6 hours daily;4
9190;34;14 hours/week;13 hours/week;2 hours;2 hours;3 hours daily;0
9191;37;14 hours/week;31 hours/week;3 hours;3 hours;6 hours daily;2
9192;38;18 hours/week;31 hours/week;2 hours;2 hours;7 hours daily;3
9193;24;27 hours/week;51 hours/week;7 hours;7 hours;9 hours daily;5
9194;25;19 hours/week;34 hours/week;11 hours;6 hours;7 hours daily;4
9195;38;11 hours/week;27 hours/week;0 hours;0 hours;3 hours daily;1
9196;34;22 hours/week;47 hours/week;7 hours;7 hours;8 hours daily;5
9197;30;1 hours/week;14 hours/week;1 hours;1 hours;6 hours daily;0
9198;37;12 hours/week;18 hours/week;0 hours;0 hours;6 hours daily;0
9199;29;20 hours/week;36 hours/week;6 hours;6 hours;7 hours daily;2
9200;23;9 hours/week;0 hours/week;0 hours;0 hours;6 hours daily;1
9201;39;3 hours/week;11 hours/week;0 hours;0 hours;3 hours daily;1
9202;23;20 hours/week;32 hours/week;2 hours;2 hours;7 hours daily;2
9203;34;27 hours/week;40 hours/week;6 hours;6 hours;8 hours daily;5
9204;21;18 hours/week;35 hours/week;3 hours;3 hours;6 hours daily;3
9205;38;11 hours/week;23 hours/week;1 hours;1 hours;5 hours daily;1
9206;38;19 hours/week;40 hours/week;6 hours;6 hours;6 hours daily;2
9207;35;24 hours/week;53 hours/week;7 hours;7 hours;7 hours daily;5
9208;36;21 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;4
9209;27;4 hours/week;22 hours/week;0 hours;0 hours;5 hours daily;1
9210;27;15 hours/week;31 hours/week;6 hours;6 hours;7 hours daily;2
9211;31;23 hours/week;50 hours/week;11 hours;6 hours;8 hours daily;5
9212;40;4 hours/week;28 hours/week;2 hours;2 hours;3 hours daily;1
9213;36;7 hours/week;11 hours/week;1 hours;1 hours;3 hours daily;2
9214;25;19 hours/week;34 hours/week;6 hours;6 hours;7 hours daily;2
9215;20;16 hours/week;34 hours/week;4 hours;4 hours;7 hours daily;3
9216;33;27 hours/week;48 hours/week;9 hours;9 hours;8 hours daily;5
9217;40;6 hours/week;20 hours/week;2 hours;2 hours;5 hours daily;0
9218;35;20 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;4
9219;32;25 hours/week;48 hours/week;10 hours;10 hours;8 hours daily;5
9220;21;23 hours/week;56 hours/week;7 hours;7 hours;8 hours daily;5
9221;21;17 hours/week;33 hours/week;6 hours;6 hours;7 hours daily;3
9222;39;28 hours/week;49 hours/week;7 hours;7 hours;8 hours daily;5
9223;21;12 hours/week;17 hours/week;2 hours;2 hours;5 hours daily;0
9224;36;24 hours/week;50 hours/week;7 hours;7 hours;7 hours daily;5
9225;32;9 hours/week;26 hours/week;0 hours;0 hours;6 hours daily;1
9226;33;18 hours/week;31 hours/week;2 hours;2 hours;7 hours daily;3
9227;32;1 hours/week;17 hours/week;2 hours;2 hours;6 hours daily;0
9228;30;27 hours/week;42 hours/week;7 hours;7 hours;7 hours daily;5
9229;34;16 hours/week;38 hours/week;4 hours;4 hours;7 hours daily;3
9230;40;15 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;3
9231;36;23 hours/week;50 hours/week;7 hours;7 hours;8 hours daily;5
9232;35;20 hours/week;33 hours/week;4 hours;4 hours;6 hours daily;3
9233;28;25 hours/week;50 hours/week;10 hours;10 hours;9 hours daily;5
9234;31;13 hours/week;21 hours/week;1 hours;1 hours;6 hours daily;0
9235;36;26 hours/week;40 hours/week;11 hours;8 hours;9 hours daily;5
9236;30;14 hours/week;9 hours/week;2 hours;2 hours;4 hours daily;1
9237;31;2 hours/week;0 hours/week;1 hours;1 hours;4 hours daily;2
9238;34;27 hours/week;48 hours/week;6 hours;6 hours;7 hours daily;5
9239;37;11 hours/week;23 hours/week;1 hours;1 hours;4 hours daily;1
9240;28;24 hours/week;59 hours/week;11 hours;6 hours;9 hours daily;5
9241;22;21 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;2
9242;29;18 hours/week;36 hours/week;2 hours;2 hours;6 hours daily;3
9243;40;15 hours/week;34 hours/week;2 hours;2 hours;6 hours daily;3
9244;32;18 hours/week;39 hours/week;3 hours;3 hours;6 hours daily;2
9245;25;21 hours/week;36 hours/week;5 hours;5 hours;6 hours daily;2
9246;27;17 hours/week;30 hours/week;2 hours;2 hours;6 hours daily;4
9247;29;14 hours/week;5 hours/week;1 hours;1 hours;4 hours daily;1
9248;35;14 hours/week;2 hours/week;2 hours;2 hours;3 hours daily;1
9249;34;28 hours/week;54 hours/week;8 hours;8 hours;8 hours daily;5
9250;21;28 hours/week;47 hours/week;7 hours;7 hours;9 hours daily;5
9251;27;6 hours/week;2 hours/week;2 hours;2 hours;5 hours daily;0
9252;30;3 hours/week;7 hours/week;2 hours;2 hours;4 hours daily;0
9253;31;18 hours/week;33 hours/week;6 hours;6 hours;7 hours daily;4
9254;38;2 hours/week;29 hours/week;0 hours;0 hours;5 hours daily;1
9255;40;14 hours/week;5 hours/week;0 hours;0 hours;4 hours daily;1
9256;24;19 hours/week;39 hours/week;6 hours;6 hours;6 hours daily;3
9257;32;7 hours/week;24 hours/week;2 hours;2 hours;6 hours daily;0
9258;32;11 hours/week;17 hours/week;2 hours;2 hours;3 hours daily;0
9259;29;24 hours/week;53 hours/week;8 hours;8 hours;8 hours daily;5
9260;33;28 hours/week;49 hours/week;8 hours;8 hours;7 hours daily;5
9261;25;0 hours/week;18 hours/week;0 hours;0 hours;4 hours daily;2
9262;30;12 hours/week;25 hours/week;1 hours;1 hours;4 hours daily;0
9263;23;15 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;2
9264;24;11 hours/week;11 hours/week;1 hours;1 hours;4 hours daily;1
9265;33;9 hours/week;9 hours/week;2 hours;2 hours;5 hours daily;0
9266;20;14 hours/week;13 hours/week;2 hours;2 hours;4 hours daily;1
9267;29;17 hours/week;33 hours/week;2 hours;2 hours;6 hours daily;4
9268;39;17 hours/week;31 hours/week;5 hours;5 hours;7 hours daily;2
9269;22;14 hours/week;28 hours/week;2 hours;2 hours;3 hours daily;2
9270;23;1 hours/week;17 hours/week;0 hours;0 hours;3 hours daily;0
9271;31;27 hours/week;51 hours/week;6 hours;6 hours;9 hours daily;5
9272;37;25 hours/week;56 hours/week;9 hours;9 hours;9 hours daily;5
9273;34;19 hours/week;33 hours/week;5 hours;5 hours;7 hours daily;4
9274;33;25 hours/week;40 hours/week;10 hours;10 hours;9 hours daily;5
9275;20;17 hours/week;31 hours/week;2 hours;2 hours;7 hours daily;3
9276;20;21 hours/week;37 hours/week;5 hours;5 hours;7 hours daily;4
9277;31;19 hours/week;34 hours/week;3 hours;3 hours;7 hours daily;2
9278;30;25 hours/week;46 hours/week;9 hours;9 hours;9 hours daily;5
9279;22;21 hours/week;40 hours/week;10 hours;10 hours;8 hours daily;5
9280;25;17 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;3
9281;39;16 hours/week;39 hours/week;5 hours;5 hours;6 hours daily;4
9282;22;0 hours/week;12 hours/week;11 hours;2 hours;6 hours daily;2
9283;36;18 hours/week;35 hours/week;4 hours;4 hours;6 hours daily;4
9284;31;15 hours/week;36 hours/week;2 hours;2 hours;7 hours daily;4
9285;24;21 hours/week;40 hours/week;8 hours;8 hours;9 hours daily;5
9286;27;1 hours/week;16 hours/week;2 hours;2 hours;4 hours daily;2
9287;36;22 hours/week;43 hours/week;7 hours;7 hours;7 hours daily;5
9288;25;14 hours/week;26 hours/week;2 hours;2 hours;4 hours daily;0
9289;26;23 hours/week;56 hours/week;6 hours;6 hours;7 hours daily;5
9290;20;28 hours/week;58 hours/week;6 hours;6 hours;7 hours daily;5
9291;26;14 hours/week;20 hours/week;0 hours;0 hours;3 hours daily;2
9292;33;19 hours/week;40 hours/week;2 hours;2 hours;7 hours daily;3
9293;29;28 hours/week;51 hours/week;9 hours;9 hours;7 hours daily;5
9294;21;14 hours/week;31 hours/week;6 hours;6 hours;6 hours daily;3
9295;39;23 hours/week;58 hours/week;10 hours;10 hours;8 hours daily;5
9296;24;2 hours/week;9 hours/week;11 hours;2 hours;6 hours daily;2
9297;27;27 hours/week;45 hours/week;10 hours;10 hours;7 hours daily;5
9298;38;18 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;4
9299;23;24 hours/week;42 hours/week;10 hours;10 hours;7 hours daily;5
9300;40;28 hours/week;40 hours/week;10 hours;10 hours;8 hours daily;5
9301;20;21 hours/week;45 hours/week;9 hours;9 hours;8 hours daily;5
9302;39;21 hours/week;44 hours/week;6 hours;6 hours;9 hours daily;5
9303;40;6 hours/week;12 hours/week;1 hours;1 hours;6 hours daily;2
9304;37;0 hours/week;3 hours/week;0 hours;0 hours;3 hours daily;1
9305;25;22 hours/week;43 hours/week;10 hours;10 hours;8 hours daily;5
9306;34;28 hours/week;54 hours/week;9 hours;9 hours;8 hours daily;5
9307;29;12 hours/week;0 hours/week;1 hours;1 hours;3 hours daily;0
9308;35;25 hours/week;48 hours/week;7 hours;7 hours;9 hours daily;5
9309;37;11 hours/week;20 hours/week;2 hours;2 hours;3 hours daily;1
9310;39;18 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;2
9311;22;11 hours/week;5 hours/week;1 hours;1 hours;6 hours daily;1
9312;36;24 hours/week;49 hours/week;7 hours;7 hours;8 hours daily;5
9313;28;23 hours/week;59 hours/week;7 hours;7 hours;7 hours daily;5
9314;28;21 hours/week;51 hours/week;7 hours;7 hours;8 hours daily;5
9315;27;20 hours/week;35 hours/week;5 hours;5 hours;6 hours daily;4
9316;32;11 hours/week;28 hours/week;1 hours;1 hours;6 hours daily;0
9317;37;5 hours/week;26 hours/week;1 hours;1 hours;3 hours daily;2
9318;37;26 hours/week;45 hours/week;10 hours;10 hours;8 hours daily;5
9319;24;27 hours/week;54 hours/week;6 hours;6 hours;7 hours daily;5
9320;20;24 hours/week;59 hours/week;9 hours;9 hours;8 hours daily;5
9321;24;7 hours/week;17 hours/week;0 hours;0 hours;3 hours daily;2
9322;25;18 hours/week;31 hours/week;6 hours;6 hours;6 hours daily;3
9323;21;28 hours/week;54 hours/week;8 hours;8 hours;9 hours daily;5
9324;29;3 hours/week;27 hours/week;0 hours;0 hours;5 hours daily;2
9325;35;24 hours/week;54 hours/week;8 hours;8 hours;8 hours daily;5
9326;39;15 hours/week;34 hours/week;3 hours;3 hours;6 hours daily;4
9327;27;28 hours/week;45 hours/week;8 hours;8 hours;9 hours daily;5
9328;33;21 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;3
9329;32;15 hours/week;36 hours/week;2 hours;2 hours;7 hours daily;2
9330;30;4 hours/week;22 hours/week;2 hours;2 hours;4 hours daily;0
9331;38;20 hours/week;38 hours/week;6 hours;6 hours;7 hours daily;3
9332;30;14 hours/week;34 hours/week;2 hours;2 hours;6 hours daily;4
9333;21;6 hours/week;16 hours/week;2 hours;2 hours;4 hours daily;0
9334;26;13 hours/week;10 hours/week;1 hours;1 hours;6 hours daily;1
9335;33;12 hours/week;1 hours/week;11 hours;0 hours;3 hours daily;0
9336;40;1 hours/week;25 hours/week;2 hours;2 hours;3 hours daily;0
9337;23;25 hours/week;59 hours/week;10 hours;10 hours;8 hours daily;5
9338;39;27 hours/week;50 hours/week;10 hours;10 hours;7 hours daily;5
9339;34;17 hours/week;37 hours/week;2 hours;2 hours;6 hours daily;2
9340;21;16 hours/week;36 hours/week;6 hours;6 hours;7 hours daily;3
9341;35;15 hours/week;38 hours/week;4 hours;4 hours;7 hours daily;4
9342;21;20 hours/week;39 hours/week;2 hours;2 hours;7 hours daily;2
9343;40;16 hours/week;39 hours/week;4 hours;4 hours;6 hours daily;2
9344;40;10 hours/week;27 hours/week;0 hours;0 hours;5 hours daily;0
9345;25;21 hours/week;53 hours/week;10 hours;10 hours;9 hours daily;5
9346;38;12 hours/week;25 hours/week;0 hours;0 hours;3 hours daily;1
9347;30;23 hours/week;44 hours/week;7 hours;7 hours;7 hours daily;5
9348;39;10 hours/week;14 hours/week;1 hours;1 hours;4 hours daily;1
9349;33;15 hours/week;38 hours/week;4 hours;4 hours;6 hours daily;2
9350;26;5 hours/week;22 hours/week;2 hours;2 hours;3 hours daily;2
9351;38;11 hours/week;21 hours/week;0 hours;0 hours;6 hours daily;1
9352;30;13 hours/week;20 hours/week;2 hours;2 hours;5 hours daily;0
9353;36;26 hours/week;51 hours/week;10 hours;10 hours;7 hours daily;5
9354;37;20 hours/week;38 hours/week;5 hours;5 hours;6 hours daily;2
9355;31;26 hours/week;57 hours/week;6 hours;6 hours;9 hours daily;5
9356;39;21 hours/week;34 hours/week;2 hours;2 hours;7 hours daily;4
9357;37;23 hours/week;45 hours/week;7 hours;7 hours;7 hours daily;5
9358;32;14 hours/week;30 hours/week;2 hours;2 hours;7 hours daily;2
9359;23;4 hours/week;20 hours/week;1 hours;1 hours;6 hours daily;2
9360;25;24 hours/week;47 hours/week;8 hours;8 hours;9 hours daily;5
9361;33;21 hours/week;41 hours/week;7 hours;7 hours;8 hours daily;5
9362;23;13 hours/week;4 hours/week;2 hours;2 hours;6 hours daily;1
9363;20;17 hours/week;33 hours/week;6 hours;6 hours;6 hours daily;2
9364;35;24 hours/week;46 hours/week;6 hours;6 hours;8 hours daily;5
9365;28;23 hours/week;43 hours/week;8 hours;8 hours;9 hours daily;5
9366;31;18 hours/week;36 hours/week;3 hours;3 hours;6 hours daily;2
9367;30;24 hours/week;45 hours/week;8 hours;8 hours;7 hours daily;5
9368;24;17 hours/week;35 hours/week;3 hours;3 hours;7 hours daily;3
9369;20;7 hours/week;20 hours/week;1 hours;1 hours;3 hours daily;2
9370;35;23 hours/week;56 hours/week;8 hours;8 hours;8 hours daily;5
9371;23;5 hours/week;24 hours/week;1 hours;1 hours;6 hours daily;0
9372;32;13 hours/week;0 hours/week;2 hours;2 hours;3 hours daily;2
9373;28;22 hours/week;55 hours/week;7 hours;7 hours;7 hours daily;5
9374;24;20 hours/week;40 hours/week;4 hours;4 hours;6 hours daily;3
9375;37;16 hours/week;35 hours/week;5 hours;5 hours;6 hours daily;2
9376;21;12 hours/week;16 hours/week;1 hours;1 hours;6 hours daily;0
9377;23;20 hours/week;40 hours/week;2 hours;2 hours;7 hours daily;2
9378;20;19 hours/week;31 hours/week;5 hours;5 hours;6 hours daily;3
9379;29;7 hours/week;15 hours/week;0 hours;0 hours;3 hours daily;0
9380;40;0 hours/week;19 hours/week;2 hours;2 hours;6 hours daily;0
9381;30;22 hours/week;55 hours/week;8 hours;8 hours;8 hours daily;5
9382;32;22 hours/week;40 hours/week;8 hours;8 hours;9 hours daily;5
9383;22;25 hours/week;45 hours/week;6 hours;6 hours;9 hours daily;5
9384;27;0 hours/week;2 hours/week;1 hours;1 hours;5 hours daily;1
9385;25;14 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;4
9386;27;20 hours/week;40 hours/week;2 hours;2 hours;7 hours daily;2
9387;30;15 hours/week;36 hours/week;3 hours;3 hours;7 hours daily;2
9388;21;1 hours/week;4 hours/week;1 hours;1 hours;5 hours daily;1
9389;26;16 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;3
9390;25;1 hours/week;4 hours/week;2 hours;2 hours;6 hours daily;0
9391;36;11 hours/week;16 hours/week;1 hours;1 hours;3 hours daily;0
9392;21;20 hours/week;30 hours/week;3 hours;3 hours;6 hours daily;2
9393;23;16 hours/week;39 hours/week;4 hours;4 hours;7 hours daily;3
9394;34;10 hours/week;11 hours/week;0 hours;0 hours;4 hours daily;2
9395;37;21 hours/week;52 hours/week;7 hours;7 hours;7 hours daily;5
9396;23;27 hours/week;53 hours/week;8 hours;8 hours;8 hours daily;5
9397;36;9 hours/week;21 hours/week;0 hours;0 hours;5 hours daily;0
9398;23;18 hours/week;33 hours/week;2 hours;2 hours;7 hours daily;3
9399;37;2 hours/week;1 hours/week;0 hours;0 hours;3 hours daily;2
9400;32;0 hours/week;11 hours/week;11 hours;2 hours;5 hours daily;0
9401;26;28 hours/week;47 hours/week;7 hours;7 hours;7 hours daily;5
9402;28;27 hours/week;55 hours/week;10 hours;10 hours;7 hours daily;5
9403;37;28 hours/week;44 hours/week;8 hours;8 hours;9 hours daily;5
9404;37;24 hours/week;49 hours/week;7 hours;7 hours;9 hours daily;5
9405;33;6 hours/week;13 hours/week;0 hours;0 hours;4 hours daily;1
9406;28;21 hours/week;56 hours/week;8 hours;8 hours;9 hours daily;5
9407;35;21 hours/week;32 hours/week;2 hours;2 hours;7 hours daily;3
9408;26;8 hours/week;15 hours/week;2 hours;2 hours;3 hours daily;1
9409;26;5 hours/week;8 hours/week;1 hours;1 hours;6 hours daily;0
9410;25;15 hours/week;34 hours/week;3 hours;3 hours;7 hours daily;4
9411;35;9 hours/week;6 hours/week;0 hours;0 hours;6 hours daily;1
9412;39;16 hours/week;34 hours/week;2 hours;2 hours;7 hours daily;2
9413;37;20 hours/week;34 hours/week;3 hours;3 hours;7 hours daily;2
9414;29;7 hours/week;16 hours/week;0 hours;0 hours;3 hours daily;1
9415;39;22 hours/week;52 hours/week;8 hours;8 hours;8 hours daily;5
9416;25;28 hours/week;53 hours/week;7 hours;7 hours;7 hours daily;5
9417;36;19 hours/week;33 hours/week;3 hours;3 hours;7 hours daily;3
9418;28;10 hours/week;15 hours/week;1 hours;1 hours;3 hours daily;0
9419;31;28 hours/week;57 hours/week;6 hours;6 hours;7 hours daily;5
9420;39;5 hours/week;24 hours/week;2 hours;2 hours;6 hours daily;0
9421;33;2 hours/week;6 hours/week;2 hours;2 hours;5 hours daily;1
9422;24;28 hours/week;46 hours/week;9 hours;9 hours;9 hours daily;5
9423;29;23 hours/week;52 hours/week;9 hours;9 hours;9 hours daily;5
9424;21;14 hours/week;37 hours/week;6 hours;6 hours;6 hours daily;4
9425;38;2 hours/week;13 hours/week;0 hours;0 hours;5 hours daily;2
9426;32;14 hours/week;40 hours/week;6 hours;6 hours;6 hours daily;3
9427;20;11 hours/week;4 hours/week;2 hours;2 hours;4 hours daily;2
9428;20;0 hours/week;16 hours/week;11 hours;1 hours;5 hours daily;0
9429;23;19 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;3
9430;35;14 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;3
9431;28;22 hours/week;54 hours/week;6 hours;6 hours;9 hours daily;5
9432;36;3 hours/week;20 hours/week;1 hours;1 hours;3 hours daily;0
9433;40;24 hours/week;57 hours/week;10 hours;10 hours;7 hours daily;5
9434;34;21 hours/week;48 hours/week;7 hours;7 hours;8 hours daily;5
9435;32;6 hours/week;24 hours/week;1 hours;1 hours;6 hours daily;2
9436;23;10 hours/week;25 hours/week;0 hours;0 hours;5 hours daily;0
9437;22;22 hours/week;55 hours/week;7 hours;7 hours;8 hours daily;5
9438;29;28 hours/week;59 hours/week;9 hours;9 hours;7 hours daily;5
9439;23;21 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;2
9440;24;26 hours/week;42 hours/week;9 hours;9 hours;7 hours daily;5
9441;25;26 hours/week;47 hours/week;8 hours;8 hours;8 hours daily;5
9442;21;28 hours/week;52 hours/week;6 hours;6 hours;9 hours daily;5
9443;35;26 hours/week;56 hours/week;7 hours;7 hours;9 hours daily;5
9444;23;10 hours/week;8 hours/week;1 hours;1 hours;5 hours daily;0
9445;25;8 hours/week;22 hours/week;11 hours;2 hours;4 hours daily;2
9446;24;28 hours/week;46 hours/week;6 hours;6 hours;8 hours daily;5
9447;21;17 hours/week;32 hours/week;11 hours;5 hours;7 hours daily;3
9448;32;7 hours/week;24 hours/week;0 hours;0 hours;5 hours daily;0
9449;29;6 hours/week;10 hours/week;1 hours;1 hours;5 hours daily;0
9450;25;22 hours/week;55 hours/week;7 hours;7 hours;7 hours daily;5
9451;33;12 hours/week;22 hours/week;0 hours;0 hours;3 hours daily;0
9452;20;5 hours/week;18 hours/week;1 hours;1 hours;5 hours daily;1
9453;31;13 hours/week;20 hours/week;0 hours;0 hours;4 hours daily;0
